dmnd_sum;dmnd_sum_yr2020;dmnd_sum_yr2025;dmnd_sum_yr2030;dmnd_sum_yr2035;dmnd_sum_yr2040;dmnd_sum_yr2045;dmnd_sum_yr2050
1;1.095831116;1.14780695;1.199782785;1.25219539;1.304607996;1.304607996;1.304607996
