dmnd_sum;dmnd_sum_yr2020;dmnd_sum_yr2025;dmnd_sum_yr2030;dmnd_sum_yr2035;dmnd_sum_yr2040;dmnd_sum_yr2045;dmnd_sum_yr2050
1;1.028094989;1.074676065;1.111125673;1.150752903;1.190036195;1.229448849;1.267173381
