nd_id;pt_id;discharge_duration;st_lss_rt;fc_om;fc_om_yr2020;fc_om_yr2025;fc_om_yr2030;fc_om_yr2035;fc_om_yr2040;fc_om_yr2045;fc_om_yr2050;fc_cp_ann;fc_cp_ann_yr2020;fc_cp_ann_yr2025;fc_cp_ann_yr2030;fc_cp_ann_yr2035;fc_cp_ann_yr2040;fc_cp_ann_yr2045;fc_cp_ann_yr2050;ca_id;pp_eff
IND_H2;H2_ELY;0;0;58000;58000;58000;58000;58000;58000;58000;58000;178771.8693;169833.2758;160894.6824;151956.0889;143017.4954;143017.4954;143017.4954;143017.4954;6;0.7
IND_H2;H2_STO;4.5;0;29.96;29.96;29.96;29.96;29.96;29.96;29.96;29.96;163.3187827;163.3187827;163.3187827;163.3187827;163.3187827;163.3187827;163.3187827;163.3187827;6;1
IND_H2;H2_FC;0;0;104032;104032;104032;104032;104032;104032;104032;104032;124982.5763;118733.4475;112484.3187;106235.1899;99986.06108;99986.06108;99986.06108;99986.06108;0;0.4
