nd_id,ca_id,dmnd_pf_id,grid_losses,grid_losses_absolute,dmnd_sum,dmnd_sum_yr2020,dmnd_sum_yr2025,dmnd_sum_yr2030,dmnd_sum_yr2035,dmnd_sum_yr2040,dmnd_sum_yr2045,dmnd_sum_yr2050,vc_dmnd_flex
75,0,353,0.0,0.0,27361.64742,25264.79906,23167.95071,21071.10236,18974.254,18655.5917,18336.92939,18018.26709,0.0
76,0,354,0.0,0.0,19522.80688,18026.68477,16530.56267,15034.44057,13538.31847,13310.94975,13083.58104,12856.21232,0.0
77,0,355,0.0,0.0,5939.017288,5483.883194,5028.749099,4573.615005,4118.48091,4049.313257,3980.145604,3910.977951,0.0
78,0,356,0.0,0.0,16130.20677,14894.07515,13657.94353,12421.81191,11185.6803,10997.82286,10809.96543,10622.108,0.0
79,0,357,0.0,0.0,2449.845826,2262.102921,2074.360015,1886.617109,1698.874204,1670.342533,1641.810862,1613.279192,0.0
80,0,358,0.0,0.0,12203.23807,11268.04805,10332.85802,9397.668002,8462.47798,8320.355252,8178.232525,8036.109797,0.0
81,0,359,0.0,0.0,17238.81011,15917.72114,14596.63217,13275.5432,11954.45423,11753.68566,11552.91708,11352.14851,0.0
82,0,360,0.0,0.0,6665.888462,6155.050901,5644.213339,5133.375777,4622.538216,4544.905194,4467.272172,4389.63915,0.0
83,0,434,0.0,0.0,129.279216111,753.734637529866,5886.083367565041,15738.83315596859,30363.492236794238,49760.06065011853,73928.53835715773,102863.62904698616,0.0
84,0,435,0.0,0.0,498.908524405,2908.7787435227674,22715.30765560404,60738.595591102545,117177.42080548346,192031.7834534084,285301.6833852049,396966.68131644494,0.0
85,0,436,0.0,0.0,393.300150796,2293.051857199814,17906.95786763965,47881.52063267991,92373.44125888648,151382.71986818238,224909.35634257764,312937.23796149436,0.0
86,0,437,0.0,0.0,799.346139492,4660.4155782751195,36394.233799742615,97314.7571728022,187740.46618705973,307671.3610903125,457107.44164275675,636015.9602317496,0.0
87,0,438,0.0,0.0,1184.447946222,6905.6687553868205,53927.9210203277,144198.1872129524,278188.3824939011,455898.50723035255,677328.5610669726,942430.0195403,0.0
88,0,439,0.0,0.0,520.320400225,3033.6160758141796,23690.190470675087,63345.3405206042,122206.3755345836,200273.29567391257,297546.10078249505,414003.47437417455,0.0
