pp_id,ca_id,supply_pf_id,pp_eff,erg_max,discharge_duration,st_lss_rt,st_lss_hr,factor_lin_0,factor_lin_1,cap_avlb,vc_ramp,vc_om,cap_pwr_leg,cap_pwr_leg_yr2020,cap_pwr_leg_yr2025,cap_pwr_leg_yr2030,cap_pwr_leg_yr2035,cap_pwr_leg_yr2040,cap_pwr_leg_yr2045,cap_pwr_leg_yr2050,erg_chp,erg_chp_yr2020,erg_chp_yr2025,erg_chp_yr2030,erg_chp_yr2035,erg_chp_yr2040,erg_chp_yr2045,erg_chp_yr2050,cap_pwr_leg_old,fc_cp_ann_yr2045,fc_om_yr2020,fc_om_yr2050,fc_om_yr2035,fc_cp_ann,fc_cp_ann_yr2030,pwr_pot,fc_cp_ann_yr2035,fc_om_yr2030,fc_cp_ann_yr2040,fc_cp_ann_yr2050,fc_cp_ann_yr2020,fc_om_yr2025,fc_cp_ann_yr2025,fc_om_yr2045,fc_om_yr2040,fc_om,cap_pwr_leg_hp_fossil,cap_pwr_leg_hp_retr_1pc,cap_pwr_leg_hp_retr_1pc_fossil,cap_pwr_leg_hp_retr_2pc,cap_pwr_leg_hp_retr_2pc_fossil,cap_pwr_leg_yr2020_hp_fossil,cap_pwr_leg_yr2020_hp_retr_1pc,cap_pwr_leg_yr2020_hp_retr_1pc_fossil,cap_pwr_leg_yr2020_hp_retr_2pc,cap_pwr_leg_yr2020_hp_retr_2pc_fossil,cap_pwr_leg_yr2025_hp_fossil,cap_pwr_leg_yr2025_hp_retr_1pc,cap_pwr_leg_yr2025_hp_retr_1pc_fossil,cap_pwr_leg_yr2025_hp_retr_2pc,cap_pwr_leg_yr2025_hp_retr_2pc_fossil,cap_pwr_leg_yr2030_hp_fossil,cap_pwr_leg_yr2030_hp_retr_1pc,cap_pwr_leg_yr2030_hp_retr_1pc_fossil,cap_pwr_leg_yr2030_hp_retr_2pc,cap_pwr_leg_yr2030_hp_retr_2pc_fossil,cap_pwr_leg_yr2035_hp_fossil,cap_pwr_leg_yr2035_hp_retr_1pc,cap_pwr_leg_yr2035_hp_retr_1pc_fossil,cap_pwr_leg_yr2035_hp_retr_2pc,cap_pwr_leg_yr2035_hp_retr_2pc_fossil,cap_pwr_leg_yr2040_hp_fossil,cap_pwr_leg_yr2040_hp_retr_1pc,cap_pwr_leg_yr2040_hp_retr_1pc_fossil,cap_pwr_leg_yr2040_hp_retr_2pc,cap_pwr_leg_yr2040_hp_retr_2pc_fossil,cap_pwr_leg_yr2045_hp_fossil,cap_pwr_leg_yr2045_hp_retr_1pc,cap_pwr_leg_yr2045_hp_retr_1pc_fossil,cap_pwr_leg_yr2045_hp_retr_2pc,cap_pwr_leg_yr2045_hp_retr_2pc_fossil,cap_pwr_leg_yr2050_hp_fossil,cap_pwr_leg_yr2050_hp_retr_1pc,cap_pwr_leg_yr2050_hp_retr_1pc_fossil,cap_pwr_leg_yr2050_hp_retr_2pc,cap_pwr_leg_yr2050_hp_retr_2pc_fossil
75,0,,1,,2,0.1,,0,0,1,0,0,1,1,1,5000.68,20335.17,35669.65,61467.28,87264.91,,,,,,,,,1,,1,9828,9259.25,,,,,9100,,,,,,9623.25,9418.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,0,,1,,2,0.1,,0,0,1,0,0,1,1,1,47382.7,67386.7,87390.7,101225.77,115060.84,,,,,,,,,1,,1,9828,9259.25,,,,,9100,,,,,,9623.25,9418.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,0,43,1,,0,0,,0,0,1,0,0,198.29,198.29,198.29,198.29,198.29,198.29,198.29,198.29,,,,,,,,,198.29,29368.05,15500,23000,23000,75179.13,44406.29,4968.45,34148.67,22000,31758.36,26977.74,64921.52,13500,54663.9,23500,24000,17500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,0,43,1,,0,0,,0,0,1,0,0,109.25,109.25,109.25,109.25,109.25,109.25,109.25,109.25,,,,,,,,,109.25,29368.05,15500,23000,23000,75179.13,44406.29,2737.37,34148.67,22000,31758.36,26977.74,64921.52,13500,54663.9,23500,24000,17500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,0,43,1,,0,0,,0,0,1,0,0,66.57,66.57,66.57,66.57,66.57,66.57,66.57,66.57,,,,,,,,,66.57,29368.05,15500,23000,23000,75179.13,44406.29,1667.87,34148.67,22000,31758.36,26977.74,64921.52,13500,54663.9,23500,24000,17500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,0,43,1,,0,0,,0,0,1,0,0,5.86,5.86,5.86,5.86,5.86,5.86,5.86,5.86,,,,,,,,,5.86,66928.7,94375,28000,23000,146975.2,91826.97,146.95,73444.23,22000,70186.46,63670.94,128592.45,85750,110209.71,26000,24000,103000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,0,43,1,,0,0,,0,0,1,0,0,22.63,22.63,22.63,22.63,22.63,22.63,22.63,22.63,,,,,,,,,22.63,66928.7,94375,28000,23000,146975.2,91826.97,567.1,73444.23,22000,70186.46,63670.94,128592.45,85750,110209.71,26000,24000,103000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,0,43,1,,0,0,,0,0,1,0,0,17.84,17.84,17.84,17.84,17.84,17.84,17.84,17.84,,,,,,,,,17.84,66928.7,94375,28000,23000,146975.2,91826.97,447.05,73444.23,22000,70186.46,63670.94,128592.45,85750,110209.71,26000,24000,103000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,0,43,1,,0,0,,0,0,1,0,0,36.26,36.26,36.26,36.26,36.26,36.26,36.26,36.26,,,,,,,,,36.26,66928.7,94375,28000,23000,146975.2,91826.97,908.6,73444.23,22000,70186.46,63670.94,128592.45,85750,110209.71,26000,24000,103000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,0,43,1,,0,0,,0,0,1,0,0,45.55,45.55,45.55,45.55,45.55,45.55,45.55,45.55,,,,,,,,,45.55,66928.7,94375,28000,23000,146975.2,91826.97,1141.39,73444.23,22000,70186.46,63670.94,128592.45,85750,110209.71,26000,24000,103000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,0,43,1,,0,0,,0,0,1,0,0,20.01,20.01,20.01,20.01,20.01,20.01,20.01,20.01,,,,,,,,,20.01,66928.7,94375,28000,23000,146975.2,91826.97,501.41,73444.23,22000,70186.46,63670.94,128592.45,85750,110209.71,26000,24000,103000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,0,43,1,,0,0,,0,0,1,0,0,33.49,33.49,33.49,33.49,33.49,33.49,33.49,33.49,,,,,,,,,33.49,66928.7,94375,28000,23000,146975.2,91826.97,839.04,73444.23,22000,70186.46,63670.94,128592.45,85750,110209.71,26000,24000,103000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,0,43,1,,0,0,,0,0,1,0,0,1.51,1.51,1.51,1.51,1.51,1.51,1.51,1.51,,,,,,,,,1.51,66928.7,94375,28000,23000,146975.2,91826.97,37.79,73444.23,22000,70186.46,63670.94,128592.45,85750,110209.71,26000,24000,103000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,0,43,1,,0,0,,0,0,1,0,0,54.68,54.68,54.68,54.68,54.68,54.68,54.68,54.68,,,,,,,,,54.68,66928.7,94375,28000,23000,146975.2,91826.97,1370.19,73444.23,22000,70186.46,63670.94,128592.45,85750,110209.71,26000,24000,103000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,0,43,1,,0,0,,0,0,1,0,0,4.13,4.13,4.13,4.13,4.13,4.13,4.13,4.13,,,,,,,,,4.13,66928.7,94375,28000,23000,146975.2,91826.97,103.54,73444.23,22000,70186.46,63670.94,128592.45,85750,110209.71,26000,24000,103000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,0,43,1,,0,0,,0,0,1,0,0,65.57,65.57,65.57,65.57,65.57,65.57,65.57,65.57,,,,,,,,,65.57,66928.7,94375,28000,23000,146975.2,91826.97,1642.85,73444.23,22000,70186.46,63670.94,128592.45,85750,110209.71,26000,24000,103000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,0,43,1,,0,0,,0,0,1,0,0,13.36,13.36,13.36,13.36,13.36,13.36,13.36,13.36,,,,,,,,,13.36,66928.7,94375,28000,23000,146975.2,91826.97,334.78,73444.23,22000,70186.46,63670.94,128592.45,85750,110209.71,26000,24000,103000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,0,43,1,,0,0,,0,0,1,0,0,113.85,113.85,113.85,113.85,113.85,113.85,113.85,113.85,,,,,,,,,113.85,47237.55,54750,31000,23500,95853.39,62976.98,2852.56,52018.17,22000,49627.86,44847.24,84894.59,49500,73935.78,28000,25000,60000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,0,43,1,,0,0,,0,0,1,0,0,91.1,91.1,91.1,91.1,91.1,91.1,91.1,91.1,,,,,,,,,91.1,47237.55,54750,31000,23500,95853.39,62976.98,2282.5,52018.17,22000,49627.86,44847.24,84894.59,49500,73935.78,28000,25000,60000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,0,43,1,,0,0,,0,0,1,0,0,119.3,119.3,119.3,119.3,119.3,119.3,119.3,119.3,,,,,,,,,119.3,47237.55,54750,31000,23500,95853.39,62976.98,2989.29,52018.17,22000,49627.86,44847.24,84894.59,49500,73935.78,28000,25000,60000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,0,43,1,,0,0,,0,0,1,0,0,125.84,125.84,125.84,125.84,125.84,125.84,125.84,125.84,,,,,,,,,125.84,66928.7,94375,28000,23000,146975.2,91826.97,3153.18,73444.23,22000,70186.46,63670.94,128592.45,85750,110209.71,26000,24000,103000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,0,43,1,,0,0,,0,0,1,0,0,100.36,100.36,100.36,100.36,100.36,100.36,100.36,100.36,,,,,,,,,100.36,66928.7,94375,28000,23000,146975.2,91826.97,2514.56,73444.23,22000,70186.46,63670.94,128592.45,85750,110209.71,26000,24000,103000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,0,43,1,,0,0,,0,0,1,0,0,66.27,66.27,66.27,66.27,66.27,66.27,66.27,66.27,,,,,,,,,66.27,66928.7,94375,28000,23000,146975.2,91826.97,1660.41,73444.23,22000,70186.46,63670.94,128592.45,85750,110209.71,26000,24000,103000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,0,43,1,,0,0,,0,0,1,0,0,26.44,26.44,26.44,26.44,26.44,26.44,26.44,26.44,,,,,,,,,26.44,66928.7,94375,28000,23000,146975.2,91826.97,662.57,73444.23,22000,70186.46,63670.94,128592.45,85750,110209.71,26000,24000,103000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,0,43,1,,0,0,,0,0,1,0,0,94.3,94.3,94.3,94.3,94.3,94.3,94.3,94.3,,,,,,,,,94.3,66928.7,94375,28000,23000,146975.2,91826.97,2362.92,73444.23,22000,70186.46,63670.94,128592.45,85750,110209.71,26000,24000,103000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,0,43,1,,0,0,,0,0,1,0,0,64.26,64.26,64.26,64.26,64.26,64.26,64.26,64.26,,,,,,,,,64.26,66928.7,94375,28000,23000,146975.2,91826.97,1610.03,73444.23,22000,70186.46,63670.94,128592.45,85750,110209.71,26000,24000,103000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,0,43,1,,0,0,,0,0,1,0,0,20.57,20.57,20.57,20.57,20.57,20.57,20.57,20.57,,,,,,,,,20.57,66928.7,94375,28000,23000,146975.2,91826.97,515.44,73444.23,22000,70186.46,63670.94,128592.45,85750,110209.71,26000,24000,103000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,0,43,1,,0,0,,0,0,1,0,0,52.24,52.24,52.24,52.24,52.24,52.24,52.24,52.24,,,,,,,,,52.24,66928.7,94375,28000,23000,146975.2,91826.97,1308.87,73444.23,22000,70186.46,63670.94,128592.45,85750,110209.71,26000,24000,103000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,0,43,1,,0,0,,0,0,1,0,0,6.27,6.27,6.27,6.27,6.27,6.27,6.27,6.27,,,,,,,,,6.27,66928.7,94375,28000,23000,146975.2,91826.97,157.09,73444.23,22000,70186.46,63670.94,128592.45,85750,110209.71,26000,24000,103000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,0,43,1,,0,0,,0,0,1,0,0,30.19,30.19,30.19,30.19,30.19,30.19,30.19,30.19,,,,,,,,,30.19,66928.7,94375,28000,23000,146975.2,91826.97,756.46,73444.23,22000,70186.46,63670.94,128592.45,85750,110209.71,26000,24000,103000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,0,43,1,,0,0,,0,0,1,0,0,43.69,43.69,43.69,43.69,43.69,43.69,43.69,43.69,,,,,,,,,43.69,66928.7,94375,28000,23000,146975.2,91826.97,1094.81,73444.23,22000,70186.46,63670.94,128592.45,85750,110209.71,26000,24000,103000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,0,43,1,,0,0,,0,0,1,0,0,16.3,16.3,16.3,16.3,16.3,16.3,16.3,16.3,,,,,,,,,16.3,66928.7,94375,28000,23000,146975.2,91826.97,408.44,73444.23,22000,70186.46,63670.94,128592.45,85750,110209.71,26000,24000,103000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,0,,1,,2,0.1,,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,34249.57,12237,11880,11192.5,86415.41,47291.03,,34249.57,11000,34249.57,34249.57,73373.95,10062,60332.49,11632.5,11385,14412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,0,,1,,2,0.1,,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,34249.57,12237,11880,11192.5,86415.41,47291.03,,34249.57,11000,34249.57,34249.57,73373.95,10062,60332.49,11632.5,11385,14412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,0,,1,,2,0.1,,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,34249.57,12237,11880,11192.5,86415.41,47291.03,,34249.57,11000,34249.57,34249.57,73373.95,10062,60332.49,11632.5,11385,14412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,0,,1,,2,0.1,,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,35202.95,23714.63,12210.69,11504.06,177858.53,70866.84,,35202.95,11306.2,35202.95,35202.95,142194.63,17766.75,106530.74,11956.3,11701.91,29662.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,0,,1,,2,0.1,,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,35202.95,23714.63,12210.69,11504.06,177858.53,70866.84,,35202.95,11306.2,35202.95,35202.95,142194.63,17766.75,106530.74,11956.3,11701.91,29662.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,0,,1,,2,0.1,,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,35202.95,23714.63,12210.69,11504.06,177858.53,70866.84,,35202.95,11306.2,35202.95,35202.95,142194.63,17766.75,106530.74,11956.3,11701.91,29662.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,0,,1,,2,0.1,,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,35202.95,23714.63,12210.69,11504.06,177858.53,70866.84,,35202.95,11306.2,35202.95,35202.95,142194.63,17766.75,106530.74,11956.3,11701.91,29662.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,0,,1,,2,0.1,,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,35202.95,23714.63,12210.69,11504.06,177858.53,70866.84,,35202.95,11306.2,35202.95,35202.95,142194.63,17766.75,106530.74,11956.3,11701.91,29662.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,0,,1,,2,0.1,,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,35202.95,23714.63,12210.69,11504.06,177858.53,70866.84,,35202.95,11306.2,35202.95,35202.95,142194.63,17766.75,106530.74,11956.3,11701.91,29662.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,0,,1,,2,0.1,,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,35202.95,23714.63,12210.69,11504.06,177858.53,70866.84,,35202.95,11306.2,35202.95,35202.95,142194.63,17766.75,106530.74,11956.3,11701.91,29662.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,0,,1,,2,0.1,,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,35202.95,23714.63,12210.69,11504.06,177858.53,70866.84,,35202.95,11306.2,35202.95,35202.95,142194.63,17766.75,106530.74,11956.3,11701.91,29662.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,0,,1,,2,0.1,,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,35202.95,23714.63,12210.69,11504.06,177858.53,70866.84,,35202.95,11306.2,35202.95,35202.95,142194.63,17766.75,106530.74,11956.3,11701.91,29662.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,0,,1,,2,0.1,,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,35202.95,23714.63,12210.69,11504.06,177858.53,70866.84,,35202.95,11306.2,35202.95,35202.95,142194.63,17766.75,106530.74,11956.3,11701.91,29662.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,0,,1,,2,0.1,,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,35202.95,23714.63,12210.69,11504.06,177858.53,70866.84,,35202.95,11306.2,35202.95,35202.95,142194.63,17766.75,106530.74,11956.3,11701.91,29662.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,0,,1,,2,0.1,,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,35202.95,23714.63,12210.69,11504.06,177858.53,70866.84,,35202.95,11306.2,35202.95,35202.95,142194.63,17766.75,106530.74,11956.3,11701.91,29662.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,0,,1,,2,0.1,,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,34249.57,12237,11880,11192.5,86415.41,47291.03,,34249.57,11000,34249.57,34249.57,73373.95,10062,60332.49,11632.5,11385,14412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,0,,1,,2,0.1,,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,34249.57,12237,11880,11192.5,86415.41,47291.03,,34249.57,11000,34249.57,34249.57,73373.95,10062,60332.49,11632.5,11385,14412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,0,,1,,2,0.1,,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,34249.57,12237,11880,11192.5,86415.41,47291.03,,34249.57,11000,34249.57,34249.57,73373.95,10062,60332.49,11632.5,11385,14412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,0,,1,,2,0.1,,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,35202.95,23714.63,12210.69,11504.06,177858.53,70866.84,,35202.95,11306.2,35202.95,35202.95,142194.63,17766.75,106530.74,11956.3,11701.91,29662.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,0,,1,,2,0.1,,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,35202.95,23714.63,12210.69,11504.06,177858.53,70866.84,,35202.95,11306.2,35202.95,35202.95,142194.63,17766.75,106530.74,11956.3,11701.91,29662.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,0,,1,,2,0.1,,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,35202.95,23714.63,12210.69,11504.06,177858.53,70866.84,,35202.95,11306.2,35202.95,35202.95,142194.63,17766.75,106530.74,11956.3,11701.91,29662.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,0,,1,,2,0.1,,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,35202.95,23714.63,12210.69,11504.06,177858.53,70866.84,,35202.95,11306.2,35202.95,35202.95,142194.63,17766.75,106530.74,11956.3,11701.91,29662.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,0,,1,,2,0.1,,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,35202.95,23714.63,12210.69,11504.06,177858.53,70866.84,,35202.95,11306.2,35202.95,35202.95,142194.63,17766.75,106530.74,11956.3,11701.91,29662.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,0,,1,,2,0.1,,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,35202.95,23714.63,12210.69,11504.06,177858.53,70866.84,,35202.95,11306.2,35202.95,35202.95,142194.63,17766.75,106530.74,11956.3,11701.91,29662.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,0,,1,,2,0.1,,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,35202.95,23714.63,12210.69,11504.06,177858.53,70866.84,,35202.95,11306.2,35202.95,35202.95,142194.63,17766.75,106530.74,11956.3,11701.91,29662.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,0,,1,,2,0.1,,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,35202.95,23714.63,12210.69,11504.06,177858.53,70866.84,,35202.95,11306.2,35202.95,35202.95,142194.63,17766.75,106530.74,11956.3,11701.91,29662.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,0,,1,,2,0.1,,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,35202.95,23714.63,12210.69,11504.06,177858.53,70866.84,,35202.95,11306.2,35202.95,35202.95,142194.63,17766.75,106530.74,11956.3,11701.91,29662.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,0,,1,,2,0.1,,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,35202.95,23714.63,12210.69,11504.06,177858.53,70866.84,,35202.95,11306.2,35202.95,35202.95,142194.63,17766.75,106530.74,11956.3,11701.91,29662.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,0,,1,,2,0.1,,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,35202.95,23714.63,12210.69,11504.06,177858.53,70866.84,,35202.95,11306.2,35202.95,35202.95,142194.63,17766.75,106530.74,11956.3,11701.91,29662.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,0,,1,,2,0.1,,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,35202.95,23714.63,12210.69,11504.06,177858.53,70866.84,,35202.95,11306.2,35202.95,35202.95,142194.63,17766.75,106530.74,11956.3,11701.91,29662.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,0,,1,,4,0.3,,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,54849.03,32133.75,21037.96,19820.49,180426.85,86243.49,,54849.03,19479.6,54849.03,54849.03,149032.4,25588.5,117637.94,20599.67,20161.38,38679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,0,,1,,4,0.3,,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,54849.03,32133.75,21037.96,19820.49,180426.85,86243.49,,54849.03,19479.6,54849.03,54849.03,149032.4,25588.5,117637.94,20599.67,20161.38,38679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,0,,1,,4,0.3,,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,54849.03,32133.75,21037.96,19820.49,180426.85,86243.49,,54849.03,19479.6,54849.03,54849.03,149032.4,25588.5,117637.94,20599.67,20161.38,38679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,0,,1,,4,0.3,,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,56045.25,42570.75,26520.68,24985.92,249042.5,104294.56,,56045.25,24556.18,56045.25,56045.25,200793.19,32613,152543.87,25968.16,25415.65,52528.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,0,,1,,4,0.3,,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,56045.25,42570.75,26520.68,24985.92,249042.5,104294.56,,56045.25,24556.18,56045.25,56045.25,200793.19,32613,152543.87,25968.16,25415.65,52528.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,0,,1,,4,0.3,,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,56045.25,42570.75,26520.68,24985.92,249042.5,104294.56,,56045.25,24556.18,56045.25,56045.25,200793.19,32613,152543.87,25968.16,25415.65,52528.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,0,,1,,4,0.3,,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,56045.25,42570.75,26520.68,24985.92,249042.5,104294.56,,56045.25,24556.18,56045.25,56045.25,200793.19,32613,152543.87,25968.16,25415.65,52528.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,0,,1,,4,0.3,,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,56045.25,42570.75,26520.68,24985.92,249042.5,104294.56,,56045.25,24556.18,56045.25,56045.25,200793.19,32613,152543.87,25968.16,25415.65,52528.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,0,,1,,4,0.3,,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,56045.25,42570.75,26520.68,24985.92,249042.5,104294.56,,56045.25,24556.18,56045.25,56045.25,200793.19,32613,152543.87,25968.16,25415.65,52528.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,0,,1,,4,0.3,,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,56045.25,42570.75,26520.68,24985.92,249042.5,104294.56,,56045.25,24556.18,56045.25,56045.25,200793.19,32613,152543.87,25968.16,25415.65,52528.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
