fl_id,nd_id,ca_id,pricesll_pf_id,pricebuy_pf_id,is_chp,erg_inp,erg_inp_yr2020,erg_inp_yr2025,erg_inp_yr2030,erg_inp_yr2035,erg_inp_yr2040,erg_inp_yr2045,erg_inp_yr2050,vc_fl,vc_fl_yr2020,vc_fl_yr2025,vc_fl_yr2030,vc_fl_yr2035,vc_fl_yr2040,vc_fl_yr2045,vc_fl_yr2050
8,15,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,15,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,19,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,19,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,24,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,24,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,25,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,25,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,26,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,26,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,28,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,28,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,29,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,29,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,30,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,30,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,32,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,32,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,33,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,33,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,34,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,34,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
