hy,price_pf_id,value
5026.0,16,35.44
5026.0,17,35.58
5027.0,15,30.03
5027.0,16,30.96
5027.0,17,31.99
5028.0,15,28.57
5028.0,16,29.33
5028.0,17,30.47
5029.0,15,28.02
5029.0,16,25.64
5029.0,17,27.54
5030.0,15,27.81
5030.0,16,25.13
5030.0,17,27.12
5031.0,15,28.0
5031.0,16,25.42
5031.0,17,27.35
5032.0,15,29.73
5032.0,16,27.07
5032.0,17,28.16
5033.0,15,30.77
5033.0,16,31.38
5033.0,17,31.51
5034.0,15,27.74
5034.0,16,31.5
5034.0,17,31.5
5035.0,15,27.26
5035.0,16,30.97
5035.0,17,30.97
5036.0,15,27.1
5036.0,16,27.33
5036.0,17,32.36
5037.0,15,21.09
5037.0,16,22.07
5037.0,17,25.7
5038.0,15,16.51
5038.0,16,16.12
5038.0,17,18.85
5039.0,15,14.13
5039.0,16,15.38
5039.0,17,19.06
5040.0,15,12.17
5040.0,16,8.35
5040.0,17,21.1
5041.0,15,10.09
5041.0,16,5.84
5041.0,17,15.0
5042.0,15,10.84
5042.0,16,11.14
5042.0,17,14.07
5043.0,15,14.85
5043.0,16,16.67
5043.0,17,19.42
5044.0,15,22.02
5044.0,16,20.77
5044.0,17,22.05
5045.0,15,29.07
5045.0,16,30.74
5045.0,17,33.46
5046.0,15,30.03
5046.0,16,33.16
5046.0,17,34.39
5047.0,15,28.13
5047.0,16,26.9
5047.0,17,34.04
5048.0,15,26.98
5048.0,16,23.48
5048.0,17,31.28
5049.0,15,28.8
5049.0,16,25.08
5049.0,17,31.76
5050.0,15,28.77
5050.0,16,22.34
5050.0,17,30.49
5051.0,15,28.34
5051.0,16,23.46
5051.0,17,29.54
5052.0,15,29.0
5052.0,16,23.41
5052.0,17,30.9
5053.0,15,28.51
5053.0,16,25.14
5053.0,17,30.85
5054.0,15,30.16
5054.0,16,26.41
5054.0,17,31.24
5055.0,15,33.01
5055.0,16,26.88
5055.0,17,36.31
5056.0,15,36.36
5056.0,16,32.19
5056.0,17,47.26
5057.0,15,39.83
5057.0,16,37.91
5057.0,17,48.64
5058.0,15,39.63
5058.0,16,37.27
5058.0,17,42.49
5059.0,15,39.72
5059.0,16,36.94
5059.0,17,40.89
5060.0,15,38.17
5060.0,16,34.41
5060.0,17,41.45
5061.0,15,32.35
5061.0,16,27.91
5061.0,17,35.53
5062.0,15,26.31
5062.0,16,25.21
5062.0,17,25.21
5063.0,15,24.2
5063.0,16,22.07
5063.0,17,23.56
5064.0,15,22.08
5064.0,16,18.86
5064.0,17,22.61
5065.0,15,20.1
5065.0,16,16.18
5065.0,17,19.52
5066.0,15,21.3
5066.0,16,18.94
5066.0,17,19.13
5067.0,15,25.65
5067.0,16,22.99
5067.0,17,22.99
5068.0,15,33.4
5068.0,16,32.32
5068.0,17,24.86
5069.0,15,39.47
5069.0,16,37.92
5069.0,17,37.92
5070.0,15,41.53
5070.0,16,38.88
5070.0,17,38.88
5071.0,15,39.0
5071.0,16,33.99
5071.0,17,38.32
5072.0,15,35.54
5072.0,16,29.23
5072.0,17,36.97
5073.0,15,34.96
5073.0,16,28.29
5073.0,17,36.75
5074.0,15,32.89
5074.0,16,26.06
5074.0,17,35.28
5075.0,15,31.25
5075.0,16,25.58
5075.0,17,31.75
5076.0,15,30.32
5076.0,16,25.25
5076.0,17,30.02
5077.0,15,30.82
5077.0,16,25.69
5077.0,17,28.44
5078.0,15,32.69
5078.0,16,29.37
5078.0,17,29.5
5079.0,15,35.95
5079.0,16,34.96
5079.0,17,34.96
5080.0,15,41.31
5080.0,16,39.66
5080.0,17,39.66
5081.0,15,44.18
5081.0,16,44.82
5081.0,17,36.7
5082.0,15,42.85
5082.0,16,45.44
5082.0,17,36.41
5083.0,15,41.72
5083.0,16,41.2
5083.0,17,34.57
5084.0,15,41.04
5084.0,16,37.81
5084.0,17,37.81
5085.0,15,36.07
5085.0,16,31.84
5085.0,17,31.84
5086.0,15,29.15
5086.0,16,25.5
5086.0,17,25.5
5087.0,15,26.72
5087.0,16,23.19
5087.0,17,23.19
5088.0,15,25.13
5088.0,16,21.3
5088.0,17,25.65
5089.0,15,24.08
5089.0,16,22.03
5089.0,17,22.03
5090.0,15,24.13
5090.0,16,21.91
5090.0,17,21.91
5091.0,15,23.43
5091.0,16,22.04
5091.0,17,22.04
5092.0,15,24.32
5092.0,16,22.13
5092.0,17,22.13
5093.0,15,26.17
5093.0,16,22.22
5093.0,17,23.35
5094.0,15,29.24
5094.0,16,24.45
5094.0,17,24.45
5095.0,15,29.08
5095.0,16,23.49
5095.0,17,26.37
5096.0,15,26.52
5096.0,16,17.07
5096.0,17,24.23
5097.0,15,25.54
5097.0,16,16.18
5097.0,17,24.96
5098.0,15,26.58
5098.0,16,15.35
5098.0,17,25.67
5099.0,15,24.07
5099.0,16,12.76
5099.0,17,25.1
5100.0,15,23.43
5100.0,16,12.78
5100.0,17,23.7
5101.0,15,23.05
5101.0,16,14.22
5101.0,17,24.35
5102.0,15,25.3
5102.0,16,16.02
5102.0,17,25.64
5103.0,15,29.91
5103.0,16,25.01
5103.0,17,25.01
5104.0,15,33.1
5104.0,16,30.03
5104.0,17,30.03
5105.0,15,34.1
5105.0,16,32.86
5105.0,17,32.86
5106.0,15,34.78
5106.0,16,30.27
5106.0,17,30.27
5107.0,15,33.53
5107.0,16,30.27
5107.0,17,30.27
5108.0,15,32.16
5108.0,16,31.07
5108.0,17,32.05
5109.0,15,28.32
5109.0,16,25.37
5109.0,17,29.95
5110.0,15,26.07
5110.0,16,17.09
5110.0,17,21.58
5111.0,15,23.05
5111.0,16,16.0
5111.0,17,18.53
5112.0,15,21.56
5112.0,16,14.93
5112.0,17,19.38
5113.0,15,19.07
5113.0,16,14.56
5113.0,17,17.37
5114.0,15,18.65
5114.0,16,15.04
5114.0,17,15.04
5115.0,15,19.16
5115.0,16,14.82
5115.0,17,15.91
5116.0,15,19.04
5116.0,16,15.32
5116.0,17,15.32
5117.0,15,19.88
5117.0,16,15.58
5117.0,17,15.58
5118.0,15,18.71
5118.0,16,14.93
5118.0,17,15.71
5119.0,15,18.27
5119.0,16,14.16
5119.0,17,16.09
5120.0,15,15.0
5120.0,16,12.71
5120.0,17,17.38
5121.0,15,15.97
5121.0,16,13.89
5121.0,17,17.65
5122.0,15,15.76
5122.0,16,11.5
5122.0,17,17.63
5123.0,15,14.07
5123.0,16,10.03
5123.0,17,16.15
5124.0,15,12.57
5124.0,16,9.2
5124.0,17,14.8
5125.0,15,13.01
5125.0,16,9.66
5125.0,17,12.24
5126.0,15,15.17
5126.0,16,12.06
5126.0,17,15.26
5127.0,15,21.46
5127.0,16,15.05
5127.0,17,16.37
5128.0,15,28.0
5128.0,16,22.36
5128.0,17,22.36
5129.0,15,31.94
5129.0,16,27.98
5129.0,17,25.53
5130.0,15,32.74
5130.0,16,30.01
5130.0,17,25.66
5131.0,15,33.06
5131.0,16,33.02
5131.0,17,25.81
5132.0,15,33.06
5132.0,16,29.95
5132.0,17,29.95
5133.0,15,28.82
5133.0,16,25.03
5133.0,17,25.03
5134.0,15,25.01
5134.0,16,23.03
5134.0,17,26.18
5135.0,15,22.52
5135.0,16,17.02
5135.0,17,20.96
5136.0,15,20.9
5136.0,16,16.02
5136.0,17,18.58
5137.0,15,18.81
5137.0,16,15.0
5137.0,17,15.0
5138.0,15,18.08
5138.0,16,14.09
5138.0,17,14.09
5139.0,15,23.37
5139.0,16,19.08
5139.0,17,20.17
5140.0,15,31.11
5140.0,16,25.25
5140.0,17,25.24
5141.0,15,37.55
5141.0,16,33.82
5141.0,17,25.78
5142.0,15,38.09
5142.0,16,38.55
5142.0,17,38.55
5143.0,15,37.09
5143.0,16,36.98
5143.0,17,37.12
5144.0,15,35.53
5144.0,16,34.31
5144.0,17,35.91
5145.0,15,35.14
5145.0,16,31.4
5145.0,17,35.27
5146.0,15,34.52
5146.0,16,26.39
5146.0,17,36.09
5147.0,15,33.1
5147.0,16,25.24
5147.0,17,35.68
5148.0,15,32.02
5148.0,16,24.03
5148.0,17,34.64
5149.0,15,31.48
5149.0,16,25.43
5149.0,17,33.31
5150.0,15,34.59
5150.0,16,26.57
5150.0,17,31.74
5151.0,15,37.71
5151.0,16,34.38
5151.0,17,34.38
5152.0,15,40.26
5152.0,16,37.78
5152.0,17,37.78
5153.0,15,43.41
5153.0,16,40.97
5153.0,17,40.03
5154.0,15,42.07
5154.0,16,40.86
5154.0,17,36.62
5155.0,15,41.75
5155.0,16,40.83
5155.0,17,39.65
5156.0,15,40.57
5156.0,16,39.0
5156.0,17,41.71
5157.0,15,34.37
5157.0,16,28.39
5157.0,17,34.05
5158.0,15,28.04
5158.0,16,26.69
5158.0,17,31.52
5159.0,15,24.42
5159.0,16,26.0
5159.0,17,28.04
5160.0,15,22.03
5160.0,16,24.56
5160.0,17,26.47
5161.0,15,19.35
5161.0,16,19.08
5161.0,17,24.42
5162.0,15,19.78
5162.0,16,21.98
5162.0,17,21.98
5163.0,15,24.14
5163.0,16,25.39
5163.0,17,27.39
5164.0,15,30.16
5164.0,16,28.0
5164.0,17,30.49
5165.0,15,37.95
5165.0,16,37.96
5165.0,17,37.96
5166.0,15,41.76
5166.0,16,36.99
5166.0,17,37.21
5167.0,15,40.06
5167.0,16,36.33
5167.0,17,38.02
5168.0,15,38.02
5168.0,16,35.94
5168.0,17,39.68
5169.0,15,37.73
5169.0,16,35.96
5169.0,17,49.01
5170.0,15,34.38
5170.0,16,33.98
5170.0,17,44.89
5171.0,15,34.4
5171.0,16,30.44
5171.0,17,44.86
5172.0,15,34.52
5172.0,16,32.44
5172.0,17,41.82
5173.0,15,33.62
5173.0,16,37.64
5173.0,17,37.64
5174.0,15,34.1
5174.0,16,38.98
5174.0,17,38.98
5175.0,15,37.08
5175.0,16,39.93
5175.0,17,39.93
5176.0,15,38.83
5176.0,16,39.94
5176.0,17,39.94
5177.0,15,39.62
5177.0,16,39.9
5177.0,17,39.9
5178.0,15,37.14
5178.0,16,40.27
5178.0,17,40.27
5179.0,15,37.09
5179.0,16,38.37
5179.0,17,41.31
5180.0,15,37.21
5180.0,16,38.62
5180.0,17,44.15
5181.0,15,30.05
5181.0,16,31.39
5181.0,17,38.77
5182.0,15,27.86
5182.0,16,30.4
5182.0,17,30.4
5183.0,15,27.01
5183.0,16,28.86
5183.0,17,28.86
5184.0,15,26.06
5184.0,16,28.05
5184.0,17,28.05
5185.0,15,22.89
5185.0,16,25.18
5185.0,17,25.18
5186.0,15,24.04
5186.0,16,24.07
5186.0,17,23.47
5187.0,15,27.58
5187.0,16,27.33
5187.0,17,27.33
5188.0,15,32.62
5188.0,16,33.79
5188.0,17,32.05
5189.0,15,39.03
5189.0,16,40.89
5189.0,17,32.46
5190.0,15,38.6
5190.0,16,43.75
5190.0,17,43.75
5191.0,15,38.04
5191.0,16,41.03
5191.0,17,43.5
5192.0,15,37.08
5192.0,16,38.74
5192.0,17,40.13
5193.0,15,37.32
5193.0,16,36.9
5193.0,17,38.92
5194.0,15,36.02
5194.0,16,31.42
5194.0,17,35.18
5195.0,15,35.07
5195.0,16,29.58
5195.0,17,32.53
5196.0,15,34.59
5196.0,16,29.55
5196.0,17,32.87
5197.0,15,35.01
5197.0,16,29.2
5197.0,17,32.24
5198.0,15,37.31
5198.0,16,29.8
5198.0,17,35.29
5199.0,15,39.91
5199.0,16,37.54
5199.0,17,37.54
5200.0,15,41.05
5200.0,16,44.03
5200.0,17,42.19
5201.0,15,43.09
5201.0,16,46.9
5201.0,17,46.61
5202.0,15,43.66
5202.0,16,41.92
5202.0,17,41.62
5203.0,15,43.2
5203.0,16,43.93
5203.0,17,43.93
5204.0,15,42.01
5204.0,16,41.18
5204.0,17,41.77
5205.0,15,35.18
5205.0,16,31.33
5205.0,17,34.47
5206.0,15,31.71
5206.0,16,30.24
5206.0,17,30.24
5207.0,15,29.23
5207.0,16,27.95
5207.0,17,27.95
5208.0,15,27.3
5208.0,16,25.14
5208.0,17,25.14
5209.0,15,23.05
5209.0,16,23.21
5209.0,17,23.21
5210.0,15,22.41
5210.0,16,23.02
5210.0,17,23.02
5211.0,15,25.62
5211.0,16,25.46
5211.0,17,25.46
5212.0,15,32.01
5212.0,16,31.32
5212.0,17,31.32
5213.0,15,38.66
5213.0,16,39.94
5213.0,17,39.94
5214.0,15,41.93
5214.0,16,42.72
5214.0,17,42.72
5215.0,15,40.87
5215.0,16,38.42
5215.0,17,40.22
5216.0,15,37.99
5216.0,16,36.91
5216.0,17,39.24
5217.0,15,37.0
5217.0,16,34.58
5217.0,17,38.28
5218.0,15,33.98
5218.0,16,30.49
5218.0,17,38.49
5219.0,15,32.8
5219.0,16,29.02
5219.0,17,37.23
5220.0,15,32.6
5220.0,16,28.74
5220.0,17,34.78
5221.0,15,31.07
5221.0,16,28.78
5221.0,17,35.31
5222.0,15,33.43
5222.0,16,30.93
5222.0,17,36.47
5223.0,15,38.72
5223.0,16,38.93
5223.0,17,39.35
5224.0,15,43.16
5224.0,16,43.03
5224.0,17,43.03
5225.0,15,44.94
5225.0,16,48.92
5225.0,17,48.92
5226.0,15,41.98
5226.0,16,45.18
5226.0,17,45.18
5227.0,15,42.44
5227.0,16,44.93
5227.0,17,44.93
5228.0,15,41.91
5228.0,16,42.87
5228.0,17,42.87
5229.0,15,33.56
5229.0,16,35.95
5229.0,17,38.43
5230.0,15,32.4
5230.0,16,30.35
5230.0,17,31.76
5231.0,15,30.03
5231.0,16,28.73
5231.0,17,28.73
5232.0,15,27.56
5232.0,16,26.56
5232.0,17,28.3
5233.0,15,25.51
5233.0,16,25.36
5233.0,17,26.05
5234.0,15,25.32
5234.0,16,25.28
5234.0,17,25.28
5235.0,15,28.54
5235.0,16,27.4
5235.0,17,27.4
5236.0,15,34.96
5236.0,16,32.28
5236.0,17,32.28
5237.0,15,40.98
5237.0,16,38.68
5237.0,17,38.68
5238.0,15,43.32
5238.0,16,39.82
5238.0,17,39.82
5239.0,15,41.96
5239.0,16,38.93
5239.0,17,38.93
5240.0,15,41.65
5240.0,16,38.82
5240.0,17,39.19
5241.0,15,38.52
5241.0,16,36.95
5241.0,17,39.69
5242.0,15,35.48
5242.0,16,32.56
5242.0,17,37.08
5243.0,15,34.95
5243.0,16,29.32
5243.0,17,34.91
5244.0,15,32.81
5244.0,16,28.87
5244.0,17,34.39
5245.0,15,32.03
5245.0,16,29.14
5245.0,17,32.64
5246.0,15,33.63
5246.0,16,30.99
5246.0,17,30.99
5247.0,15,38.17
5247.0,16,38.96
5247.0,17,38.97
5248.0,15,40.27
5248.0,16,42.3
5248.0,17,42.3
5249.0,15,42.36
5249.0,16,43.97
5249.0,17,43.97
5250.0,15,40.46
5250.0,16,41.41
5250.0,17,41.41
5251.0,15,38.94
5251.0,16,41.57
5251.0,17,41.57
5252.0,15,37.92
5252.0,16,40.98
5252.0,17,42.52
5253.0,15,31.93
5253.0,16,31.98
5253.0,17,36.59
5254.0,15,28.6
5254.0,16,31.22
5254.0,17,31.22
5255.0,15,27.05
5255.0,16,27.38
5255.0,17,27.38
5256.0,15,25.57
5256.0,16,26.23
5256.0,17,26.23
5257.0,15,24.08
5257.0,16,25.21
5257.0,17,25.21
5258.0,15,23.03
5258.0,16,23.05
5258.0,17,23.05
5259.0,15,23.75
5259.0,16,23.04
5259.0,17,23.04
5260.0,15,23.34
5260.0,16,25.24
5260.0,17,25.24
5261.0,15,25.06
5261.0,16,28.31
5261.0,17,28.31
5262.0,15,26.69
5262.0,16,29.91
5262.0,17,29.91
5263.0,15,26.59
5263.0,16,31.56
5263.0,17,31.56
5264.0,15,25.06
5264.0,16,28.02
5264.0,17,28.02
5265.0,15,23.85
5265.0,16,27.2
5265.0,17,27.2
5266.0,15,22.22
5266.0,16,25.24
5266.0,17,27.09
5267.0,15,21.07
5267.0,16,23.49
5267.0,17,25.77
5268.0,15,19.0
5268.0,16,22.14
5268.0,17,23.83
5269.0,15,19.53
5269.0,16,24.11
5269.0,17,24.11
5270.0,15,19.39
5270.0,16,25.28
5270.0,17,25.28
5271.0,15,25.56
5271.0,16,29.57
5271.0,17,29.57
5272.0,15,29.05
5272.0,16,31.95
5272.0,17,31.95
5273.0,15,30.0
5273.0,16,33.96
5273.0,17,30.92
5274.0,15,29.5
5274.0,16,33.91
5274.0,17,29.19
5275.0,15,29.91
5275.0,16,34.92
5275.0,17,30.95
5276.0,15,31.17
5276.0,16,35.26
5276.0,17,32.85
5277.0,15,27.6
5277.0,16,32.65
5277.0,17,32.65
5278.0,15,26.59
5278.0,16,27.02
5278.0,17,27.83
5279.0,15,23.07
5279.0,16,25.28
5279.0,17,25.28
5280.0,15,22.08
5280.0,16,24.04
5280.0,17,24.04
5281.0,15,19.13
5281.0,16,22.95
5281.0,17,22.95
5282.0,15,18.16
5282.0,16,22.2
5282.0,17,22.2
5283.0,15,17.43
5283.0,16,22.01
5283.0,17,21.77
5284.0,15,17.63
5284.0,16,21.87
5284.0,17,21.87
5285.0,15,20.09
5285.0,16,21.43
5285.0,17,21.43
5286.0,15,21.54
5286.0,16,22.64
5286.0,17,22.64
5287.0,15,22.7
5287.0,16,23.94
5287.0,17,23.94
5288.0,15,23.4
5288.0,16,25.11
5288.0,17,25.11
5289.0,15,24.81
5289.0,16,26.12
5289.0,17,26.12
5290.0,15,24.17
5290.0,16,23.72
5290.0,17,26.21
5291.0,15,22.24
5291.0,16,23.84
5291.0,17,24.18
5292.0,15,20.93
5292.0,16,23.08
5292.0,17,24.21
5293.0,15,20.04
5293.0,16,23.08
5293.0,17,23.08
5294.0,15,20.17
5294.0,16,24.59
5294.0,17,24.59
5295.0,15,23.08
5295.0,16,28.12
5295.0,17,28.71
5296.0,15,28.08
5296.0,16,35.94
5296.0,17,35.94
5297.0,15,33.22
5297.0,16,37.92
5297.0,17,37.92
5298.0,15,33.29
5298.0,16,36.46
5298.0,17,33.38
5299.0,15,34.78
5299.0,16,36.99
5299.0,17,36.2
5300.0,15,35.4
5300.0,16,36.89
5300.0,17,39.97
5301.0,15,32.29
5301.0,16,32.4
5301.0,17,32.4
5302.0,15,25.35
5302.0,16,30.6
5302.0,17,30.6
5303.0,15,23.99
5303.0,16,27.19
5303.0,17,27.19
5304.0,15,23.34
5304.0,16,25.49
5304.0,17,25.49
5305.0,15,21.79
5305.0,16,23.49
5305.0,17,21.56
5306.0,15,22.53
5306.0,16,23.04
5306.0,17,20.91
5307.0,15,25.96
5307.0,16,25.24
5307.0,17,22.22
5308.0,15,32.93
5308.0,16,37.57
5308.0,17,24.26
5309.0,15,39.63
5309.0,16,41.74
5309.0,17,27.05
5310.0,15,41.66
5310.0,16,43.8
5310.0,17,31.58
5311.0,15,40.9
5311.0,16,40.42
5311.0,17,40.07
5312.0,15,41.01
5312.0,16,39.48
5312.0,17,39.48
5313.0,15,40.54
5313.0,16,39.95
5313.0,17,39.95
5314.0,15,38.29
5314.0,16,36.92
5314.0,17,39.18
5315.0,15,36.94
5315.0,16,35.93
5315.0,17,38.83
5316.0,15,36.26
5316.0,16,31.68
5316.0,17,34.72
5317.0,15,35.06
5317.0,16,31.4
5317.0,17,37.04
5318.0,15,36.51
5318.0,16,34.77
5318.0,17,36.76
5319.0,15,39.44
5319.0,16,39.9
5319.0,17,41.46
5320.0,15,42.16
5320.0,16,39.92
5320.0,17,38.84
5321.0,15,43.13
5321.0,16,39.92
5321.0,17,39.43
5322.0,15,41.99
5322.0,16,36.97
5322.0,17,36.82
5323.0,15,41.91
5323.0,16,36.91
5323.0,17,36.87
5324.0,15,40.91
5324.0,16,31.83
5324.0,17,37.3
5325.0,15,34.09
5325.0,16,29.38
5325.0,17,30.18
5326.0,15,31.02
5326.0,16,29.94
5326.0,17,30.17
5327.0,15,29.58
5327.0,16,28.92
5327.0,17,30.67
5328.0,15,28.25
5328.0,16,27.73
5328.0,17,28.83
5329.0,15,26.19
5329.0,16,26.94
5329.0,17,24.99
5330.0,15,25.9
5330.0,16,27.03
5330.0,17,25.19
5331.0,15,28.03
5331.0,16,29.54
5331.0,17,27.71
5332.0,15,35.66
5332.0,16,37.01
5332.0,17,29.21
5333.0,15,41.72
5333.0,16,44.79
5333.0,17,37.74
5334.0,15,42.3
5334.0,16,46.45
5334.0,17,36.93
5335.0,15,43.0
5335.0,16,45.67
5335.0,17,40.13
5336.0,15,42.62
5336.0,16,45.07
5336.0,17,44.16
5337.0,15,41.93
5337.0,16,47.24
5337.0,17,48.03
5338.0,15,39.06
5338.0,16,43.91
5338.0,17,46.44
5339.0,15,38.02
5339.0,16,40.46
5339.0,17,42.07
5340.0,15,37.06
5340.0,16,36.97
5340.0,17,40.84
5341.0,15,35.37
5341.0,16,36.98
5341.0,17,39.02
5342.0,15,36.46
5342.0,16,38.88
5342.0,17,38.88
5343.0,15,40.79
5343.0,16,43.98
5343.0,17,36.97
5344.0,15,42.4
5344.0,16,43.99
5344.0,17,42.15
5345.0,15,42.31
5345.0,16,44.98
5345.0,17,40.76
5346.0,15,40.05
5346.0,16,44.29
5346.0,17,40.49
5347.0,15,39.54
5347.0,16,45.09
5347.0,17,42.09
5348.0,15,38.28
5348.0,16,42.48
5348.0,17,41.72
5349.0,15,33.08
5349.0,16,32.58
5349.0,17,36.08
5350.0,15,31.25
5350.0,16,29.98
5350.0,17,30.42
5351.0,15,30.67
5351.0,16,28.7
5351.0,17,28.7
5352.0,15,28.96
5352.0,16,27.94
5352.0,17,27.94
5353.0,15,27.45
5353.0,16,26.94
5353.0,17,26.94
5354.0,15,27.91
5354.0,16,27.21
5354.0,17,26.31
5355.0,15,30.35
5355.0,16,29.06
5355.0,17,29.06
5356.0,15,37.41
5356.0,16,37.02
5356.0,17,25.27
5357.0,15,42.92
5357.0,16,45.29
5357.0,17,25.69
5358.0,15,43.3
5358.0,16,42.85
5358.0,17,31.72
5359.0,15,42.93
5359.0,16,43.09
5359.0,17,36.22
5360.0,15,42.81
5360.0,16,42.1
5360.0,17,41.46
5361.0,15,44.42
5361.0,16,44.11
5361.0,17,42.34
5362.0,15,42.9
5362.0,16,40.41
5362.0,17,40.41
5363.0,15,41.41
5363.0,16,37.94
5363.0,17,38.45
5364.0,15,40.21
5364.0,16,36.99
5364.0,17,37.32
5365.0,15,39.89
5365.0,16,37.16
5365.0,17,37.16
5366.0,15,40.08
5366.0,16,39.3
5366.0,17,39.3
5367.0,15,43.52
5367.0,16,42.77
5367.0,17,45.95
5368.0,15,45.02
5368.0,16,42.02
5368.0,17,40.89
5369.0,15,46.02
5369.0,16,43.37
5369.0,17,43.37
5370.0,15,43.94
5370.0,16,43.07
5370.0,17,43.07
5371.0,15,43.08
5371.0,16,43.95
5371.0,17,43.95
5372.0,15,41.47
5372.0,16,40.86
5372.0,17,40.86
5373.0,15,34.78
5373.0,16,29.97
5373.0,17,30.42
5374.0,15,29.76
5374.0,16,28.87
5374.0,17,28.87
5375.0,15,27.83
5375.0,16,28.55
5375.0,17,28.55
5376.0,15,26.79
5376.0,16,25.92
5376.0,17,25.6
5377.0,15,25.68
5377.0,16,25.67
5377.0,17,20.81
5378.0,15,24.92
5378.0,16,25.43
5378.0,17,16.37
5379.0,15,26.79
5379.0,16,27.12
5379.0,17,22.65
5380.0,15,33.63
5380.0,16,31.24
5380.0,17,29.14
5381.0,15,39.73
5381.0,16,40.95
5381.0,17,31.38
5382.0,15,38.38
5382.0,16,44.14
5382.0,17,34.86
5383.0,15,36.23
5383.0,16,42.06
5383.0,17,34.57
5384.0,15,36.02
5384.0,16,40.0
5384.0,17,39.04
5385.0,15,35.54
5385.0,16,39.44
5385.0,17,37.26
5386.0,15,33.03
5386.0,16,35.84
5386.0,17,39.19
5387.0,15,32.59
5387.0,16,31.77
5387.0,17,36.15
5388.0,15,32.03
5388.0,16,31.1
5388.0,17,33.51
5389.0,15,32.51
5389.0,16,31.02
5389.0,17,31.02
5390.0,15,32.88
5390.0,16,32.92
5390.0,17,32.94
5391.0,15,37.45
5391.0,16,40.13
5391.0,17,32.45
5392.0,15,39.1
5392.0,16,42.02
5392.0,17,36.48
5393.0,15,40.04
5393.0,16,41.98
5393.0,17,36.93
5394.0,15,38.4
5394.0,16,39.92
5394.0,17,35.56
5395.0,15,37.53
5395.0,16,37.26
5395.0,17,31.76
5396.0,15,33.76
5396.0,16,30.89
5396.0,17,35.55
5397.0,15,26.7
5397.0,16,26.73
5397.0,17,29.18
5398.0,15,25.92
5398.0,16,24.09
5398.0,17,29.67
5399.0,15,23.28
5399.0,16,23.55
5399.0,17,22.49
5400.0,15,20.59
5400.0,16,17.54
5400.0,17,19.94
5401.0,15,19.04
5401.0,16,18.28
5401.0,17,15.15
5402.0,15,19.05
5402.0,16,17.06
5402.0,17,12.65
5403.0,15,23.33
5403.0,16,25.07
5403.0,17,22.36
5404.0,15,29.04
5404.0,16,28.79
5404.0,17,25.67
5405.0,15,36.36
5405.0,16,36.76
5405.0,17,27.22
5406.0,15,36.92
5406.0,16,35.5
5406.0,17,30.8
5407.0,15,36.0
5407.0,16,36.94
5407.0,17,32.67
5408.0,15,35.09
5408.0,16,32.93
5408.0,17,32.41
5409.0,15,34.07
5409.0,16,31.09
5409.0,17,31.79
5410.0,15,32.22
5410.0,16,28.6
5410.0,17,32.48
5411.0,15,30.03
5411.0,16,27.77
5411.0,17,31.55
5412.0,15,29.0
5412.0,16,26.16
5412.0,17,31.91
5413.0,15,27.69
5413.0,16,27.02
5413.0,17,32.53
5414.0,15,31.02
5414.0,16,29.56
5414.0,17,35.35
5415.0,15,38.91
5415.0,16,39.07
5415.0,17,35.55
5416.0,15,39.15
5416.0,16,38.92
5416.0,17,35.32
5417.0,15,39.56
5417.0,16,38.95
5417.0,17,35.36
5418.0,15,39.94
5418.0,16,37.52
5418.0,17,33.52
5419.0,15,38.41
5419.0,16,38.5
5419.0,17,34.82
5420.0,15,36.37
5420.0,16,38.68
5420.0,17,38.45
5421.0,15,30.29
5421.0,16,32.94
5421.0,17,39.41
5422.0,15,31.02
5422.0,16,32.0
5422.0,17,28.97
5423.0,15,28.36
5423.0,16,27.72
5423.0,17,25.21
5424.0,15,26.39
5424.0,16,29.15
5424.0,17,23.16
5425.0,15,25.93
5425.0,16,27.71
5425.0,17,19.46
5426.0,15,25.52
5426.0,16,26.53
5426.0,17,19.39
5427.0,15,25.08
5427.0,16,24.81
5427.0,17,19.54
5428.0,15,25.57
5428.0,16,26.01
5428.0,17,23.36
5429.0,15,26.07
5429.0,16,27.06
5429.0,17,21.41
5430.0,15,29.92
5430.0,16,30.43
5430.0,17,25.58
5431.0,15,29.83
5431.0,16,33.42
5431.0,17,28.16
5432.0,15,30.53
5432.0,16,36.44
5432.0,17,29.0
5433.0,15,30.59
5433.0,16,35.83
5433.0,17,30.31
5434.0,15,30.36
5434.0,16,36.24
5434.0,17,31.55
5435.0,15,28.99
5435.0,16,34.89
5435.0,17,27.17
5436.0,15,27.74
5436.0,16,30.04
5436.0,17,25.35
5437.0,15,27.73
5437.0,16,27.94
5437.0,17,25.77
5438.0,15,28.91
5438.0,16,30.32
5438.0,17,25.88
5439.0,15,31.12
5439.0,16,36.0
5439.0,17,25.84
5440.0,15,32.69
5440.0,16,37.47
5440.0,17,27.07
5441.0,15,33.45
5441.0,16,38.99
5441.0,17,27.73
5442.0,15,33.78
5442.0,16,38.13
5442.0,17,27.94
5443.0,15,33.05
5443.0,16,39.91
5443.0,17,28.55
5444.0,15,31.79
5444.0,16,38.95
5444.0,17,33.74
5445.0,15,28.9
5445.0,16,31.17
5445.0,17,30.03
5446.0,15,28.72
5446.0,16,31.34
5446.0,17,31.34
5447.0,15,25.45
5447.0,16,29.35
5447.0,17,26.74
5448.0,15,24.25
5448.0,16,28.07
5448.0,17,25.82
5449.0,15,23.59
5449.0,16,27.09
5449.0,17,23.51
