nd_id,ca_id,hy,value
2,0,33,0.0001562932669
3,0,33,0.0002110975056
4,0,33,0.00018715514040000002
0,0,34,0.00019176093160000002
1,0,34,0.0001623558588
2,0,34,0.0001539859242
3,0,34,0.0001970119728
4,0,34,0.0001738137065
0,0,35,0.00016728595880000002
1,0,35,0.00015135531319999997
2,0,35,0.0001516785816
3,0,35,0.000182926442
4,0,35,0.0001604722726
0,0,36,0.0001428109853
1,0,36,0.0001403547675
2,0,36,0.000149371239
3,0,36,0.00016884090850000002
4,0,36,0.00014713083869999998
0,0,37,0.000151532693
1,0,37,0.0001444327465
2,0,37,0.0001504999132
3,0,37,0.0001731191362
4,0,37,0.0001484842192
0,0,38,0.0001602543995
1,0,38,0.0001485107261
2,0,38,0.00015162858700000002
3,0,38,0.00017739736369999998
4,0,38,0.0001498376001
0,0,39,0.0001689761072
1,0,39,0.00015258870530000001
2,0,39,0.0001527572612
3,0,39,0.00018167559130000002
4,0,39,0.0001511909805
0,0,40,0.00016997895269999996
1,0,40,0.0001560243956
2,0,40,0.00015532265499999999
3,0,40,0.000195512631
4,0,40,0.0001581279924
0,0,41,0.0001709817973
1,0,41,0.00015946008609999998
2,0,41,0.0001578880495
3,0,41,0.0002093496703
4,0,41,0.0001650650045
0,0,42,0.0001719846425
1,0,42,0.0001628957765
2,0,42,0.00016045344330000002
3,0,42,0.00022318671140000003
4,0,42,0.0001720020163
0,0,43,0.0001743856624
1,0,43,0.0001631773504
2,0,43,0.000163165985
3,0,43,0.00023169374330000002
4,0,43,0.000174233831
0,0,44,0.0001767866825
1,0,44,0.00016345892419999998
2,0,44,0.00016587852660000002
3,0,44,0.00024020077580000002
4,0,44,0.00017646564609999997
0,0,45,0.0001791877024
1,0,45,0.00016374049800000002
2,0,45,0.0001685910683
3,0,45,0.0002487078076
4,0,45,0.0001786974609
0,0,46,0.0001843464014
1,0,46,0.00016470000100000001
2,0,46,0.0001708758489
3,0,46,0.0002503037085
4,0,46,0.00018055724719999997
0,0,47,0.00018950509980000002
1,0,47,0.00016565950419999997
2,0,47,0.0001731606295
3,0,47,0.00025189960880000003
4,0,47,0.0001824170335
0,0,48,0.0001946637984
1,0,48,0.00016661900719999997
2,0,48,0.0001754454101
3,0,48,0.0002534955098
4,0,48,0.00018427681969999997
0,0,49,0.00020315665080000004
1,0,49,0.0001682115746
2,0,49,0.0001775911592
3,0,49,0.00025147492269999997
4,0,49,0.00018448035439999998
0,0,50,0.00021164950390000002
1,0,50,0.0001698041422
2,0,50,0.0001797369083
3,0,50,0.00024945433430000004
4,0,50,0.0001846838888
0,0,51,0.000220142357
1,0,51,0.0001713967095
2,0,51,0.0001818826574
3,0,51,0.000247433747
4,0,51,0.0001848874236
0,0,52,0.00022222021540000003
1,0,52,0.0001727428411
2,0,52,0.0001818546577
3,0,52,0.0002420304318
4,0,52,0.0001852385798
0,0,53,0.0002242980737
1,0,53,0.00017408897250000002
2,0,53,0.00018182665780000002
3,0,53,0.0002366271167
4,0,53,0.0001855897356
0,0,54,0.000226375932
1,0,54,0.0001754351042
2,0,54,0.0001817986581
3,0,54,0.0002312238022
4,0,54,0.00018594089180000003
0,0,55,0.0002230903265
1,0,55,0.00017189855209999997
2,0,55,0.00018034089340000003
3,0,55,0.0002217995949
4,0,55,0.00017924509140000003
0,0,56,0.00021980472109999998
1,0,56,0.0001683620004
2,0,56,0.0001788831289
3,0,56,0.00021237538669999998
4,0,56,0.00017254929
0,0,57,0.00021651911570000001
1,0,57,0.00016482544830000002
2,0,57,0.0001774253642
3,0,57,0.0002029511793
4,0,57,0.00016585348980000002
0,0,58,0.00020698353459999998
1,0,58,0.00015695781969999998
2,0,58,0.0001762425157
3,0,58,0.0001840690999
4,0,58,0.0001552297442
0,0,59,0.00019744795319999998
1,0,59,0.0001490901913
2,0,59,0.0001750596675
3,0,59,0.0001651870219
4,0,59,0.0001446059981
0,0,60,0.0001879123724
1,0,60,0.0001412225634
2,0,60,0.0001738768189
3,0,60,0.00014630494169999998
4,0,60,0.00013398225249999999
0,0,61,0.0001878100831
1,0,61,0.0001402334806
2,0,61,0.0001730472191
3,0,61,0.00014425548519999998
4,0,61,0.00013584507469999998
0,0,62,0.0001877077947
1,0,62,0.00013924439769999998
2,0,62,0.0001722176191
3,0,62,0.00014220602840000002
4,0,62,0.0001377078963
0,0,63,0.0001876055053
1,0,63,0.0001382553149
2,0,63,0.00017138801940000002
3,0,63,0.0001401565718
4,0,63,0.0001395707185
0,0,64,0.0001933691338
1,0,64,0.00013926042930000003
2,0,64,0.0001704357274
3,0,64,0.0001409765889
4,0,64,0.000147144885
0,0,65,0.00019913276269999998
1,0,65,0.0001402655427
2,0,65,0.00016948343509999998
3,0,65,0.0001417966096
4,0,65,0.0001547190514
0,0,66,0.0002048963912
1,0,66,0.0001412706572
2,0,66,0.0001685311432
3,0,66,0.0001426166265
4,0,66,0.0001622932181
0,0,67,0.00020451897869999997
1,0,67,0.00014010353080000002
2,0,67,0.0001676098402
3,0,67,0.0001451746269
4,0,67,0.00016320322880000003
0,0,68,0.0002041415665
1,0,68,0.00013893640459999997
2,0,68,0.00016668853740000003
3,0,68,0.0001477326253
4,0,68,0.0001641132388
0,0,69,0.00020376415390000003
1,0,69,0.0001377692783
2,0,69,0.00016576723440000002
3,0,69,0.0001502906256
4,0,69,0.0001650232494
0,0,70,0.0002022770074
1,0,70,0.00013779526909999998
2,0,70,0.00016703370590000002
3,0,70,0.0001554660964
4,0,70,0.0001645408499
0,0,71,0.00020078986109999997
1,0,71,0.0001378212596
2,0,71,0.0001683001774
3,0,71,0.00016064156880000002
4,0,71,0.0001640584499
0,0,72,0.0001993027147
1,0,72,0.00013784725040000002
2,0,72,0.000169566649
3,0,72,0.0001658170393
4,0,72,0.0001635760505
0,0,73,0.0002023676468
1,0,73,0.0001410632689
2,0,73,0.000173660138
3,0,73,0.00017437477219999997
4,0,73,0.0001628322851
0,0,74,0.000205432579
1,0,74,0.00014427928740000002
2,0,74,0.0001777536273
3,0,74,0.00018293250380000003
4,0,74,0.0001620885198
0,0,75,0.00020849751100000002
1,0,75,0.00014749530609999998
2,0,75,0.00018184711630000002
3,0,75,0.0001914902365
4,0,75,0.0001613447545
0,0,76,0.00021107156360000002
1,0,76,0.0001496412767
2,0,76,0.0001831266174
3,0,76,0.00019740695650000001
4,0,76,0.00016253180850000001
0,0,77,0.0002136456155
1,0,77,0.00015178724730000002
2,0,77,0.0001844061182
3,0,77,0.0002033236736
4,0,77,0.00016371886369999998
0,0,78,0.0002162196681
1,0,78,0.000153933218
2,0,78,0.0001856856193
3,0,78,0.0002092403935
4,0,78,0.00016490591780000003
0,0,79,0.0002152382414
1,0,79,0.00015443233519999997
2,0,79,0.00018502138040000002
3,0,79,0.0002101578275
4,0,79,0.00015987742869999998
0,0,80,0.00021425681489999998
1,0,80,0.000154931452
2,0,80,0.0001843571415
3,0,80,0.00021107526259999998
4,0,80,0.0001548489401
0,0,81,0.0002132753881
1,0,81,0.0001554305693
2,0,81,0.00018369290259999998
3,0,81,0.00021199269669999998
4,0,81,0.00014982045080000003
0,0,82,0.0002102022444
1,0,82,0.0001549145715
2,0,82,0.00017957725740000001
3,0,82,0.0002027129407
4,0,82,0.0001425340232
0,0,83,0.00020712910059999997
1,0,83,0.0001543985738
2,0,83,0.0001754616127
3,0,83,0.00019343318580000002
4,0,83,0.000135247596
0,0,84,0.0002040559568
1,0,84,0.00015388257600000002
2,0,84,0.0001713459676
3,0,84,0.0001841534302
4,0,84,0.0001279611683
0,0,85,0.0002083998504
1,0,85,0.000157867978
2,0,85,0.00017284323480000003
3,0,85,0.0001874022264
4,0,85,0.00013008368479999998
0,0,86,0.000212743744
1,0,86,0.0001618533798
2,0,86,0.0001743405019
3,0,86,0.0001906510224
4,0,86,0.0001322062008
0,0,87,0.00021708763759999998
1,0,87,0.0001658387818
2,0,87,0.0001758377691
3,0,87,0.00019389981800000002
4,0,87,0.00013432871730000002
0,0,88,0.00022138941800000001
1,0,88,0.00017191924580000002
2,0,88,0.0001791801411
3,0,88,0.0002121401598
4,0,88,0.00014298045890000002
0,0,89,0.00022569119859999998
1,0,89,0.00017799970980000003
2,0,89,0.0001825225129
3,0,89,0.00023038050080000002
4,0,89,0.00015163219969999999
0,0,90,0.0002299929795
1,0,90,0.00018408017390000002
2,0,90,0.00018586488499999998
3,0,90,0.0002486208414
4,0,90,0.00016028394080000002
0,0,91,0.00023076047309999998
1,0,91,0.00018840392019999998
2,0,91,0.00018763133869999997
3,0,91,0.000255072898
4,0,91,0.00016627120800000002
0,0,92,0.0002315279666
1,0,92,0.0001927276665
2,0,92,0.0001893977925
3,0,92,0.0002615249545
4,0,92,0.00017225847549999997
0,0,93,0.00023229546019999997
1,0,93,0.0001970514129
2,0,93,0.00019116424630000002
3,0,93,0.0002679770109
4,0,93,0.00017824574269999997
0,0,94,0.0002340211875
1,0,94,0.0002004651379
2,0,94,0.0001917256636
3,0,94,0.0002738796542
4,0,94,0.00018312613830000001
0,0,95,0.00023574691480000002
1,0,95,0.0002038788649
2,0,95,0.0001922870809
3,0,95,0.00027978229769999997
4,0,95,0.00018800653399999998
0,0,96,0.00023747264230000002
1,0,96,0.00020729259009999999
2,0,96,0.00019284849830000002
3,0,96,0.00028568494130000005
4,0,96,0.00019288692940000002
0,0,97,0.0002391777919
1,0,97,0.000205435195
2,0,97,0.00019379825349999998
3,0,97,0.00028359674260000005
4,0,97,0.000190555373
0,0,98,0.0002408829413
1,0,98,0.00020357779919999997
2,0,98,0.00019474800880000002
3,0,98,0.0002815085446
4,0,98,0.0001882238166
0,0,99,0.0002425880909
1,0,99,0.00020172040409999998
2,0,99,0.00019569776409999998
3,0,99,0.000279420346
4,0,99,0.00018589226019999998
0,0,100,0.0002424727218
1,0,100,0.000204976968
2,0,100,0.000197765863
3,0,100,0.0002852848509
4,0,100,0.00018962177180000003
0,0,101,0.0002423573524
1,0,101,0.00020823353369999996
2,0,101,0.0001998339618
3,0,101,0.0002911493557
4,0,101,0.00019335128269999996
0,0,102,0.00024224198330000002
1,0,102,0.0002114900977
2,0,102,0.0002019020606
3,0,102,0.00029701386089999994
4,0,102,0.00019708079440000002
0,0,103,0.00023727916230000003
1,0,103,0.00020731525869999997
2,0,103,0.0002006548549
3,0,103,0.0002934824312
4,0,103,0.0001925229174
0,0,104,0.0002323163412
1,0,104,0.00020314041850000002
2,0,104,0.0001994076495
3,0,104,0.00028995100210000007
4,0,104,0.0001879650399
0,0,105,0.00022735352019999998
1,0,105,0.00019896557930000004
2,0,105,0.00019816044380000002
3,0,105,0.0002864195725
4,0,105,0.0001834071628
0,0,106,0.0002195917148
1,0,106,0.00018323202080000004
2,0,106,0.0001907264373
3,0,106,0.0002636761884
4,0,106,0.0001755692616
0,0,107,0.0002118299097
1,0,107,0.0001674984624
2,0,107,0.0001832924305
3,0,107,0.000240932804
4,0,107,0.000167731361
0,0,108,0.00020406810440000002
1,0,108,0.00015176490319999999
2,0,108,0.00017585842400000002
3,0,108,0.00021818942030000003
4,0,108,0.0001598934599
0,0,109,0.0002078377593
1,0,109,0.00015254721719999998
2,0,109,0.0001771146673
3,0,109,0.00021026833159999998
4,0,109,0.0001583312751
0,0,110,0.00021160741419999998
1,0,110,0.0001533295315
2,0,110,0.00017837091090000003
3,0,110,0.0002023472436
4,0,110,0.0001567690896
0,0,111,0.0002153770695
1,0,111,0.0001541118455
2,0,111,0.0001796271543
3,0,111,0.0001944261544
4,0,111,0.00015520690480000002
0,0,112,0.00021958071480000001
1,0,112,0.00016391178550000002
2,0,112,0.00018555162330000002
3,0,112,0.0002152203372
4,0,112,0.00016426515200000002
0,0,113,0.00022378435949999998
1,0,113,0.0001737117257
2,0,113,0.00019147609199999998
3,0,113,0.00023601451949999998
4,0,113,0.0001733233989
0,0,114,0.00022798800490000002
1,0,114,0.00018351166559999997
2,0,114,0.00019740056090000003
3,0,114,0.000256808702
4,0,114,0.0001823816459
0,0,115,0.00023087217690000001
1,0,115,0.0001886291415
2,0,115,0.0001995921703
3,0,115,0.0002671543752
4,0,115,0.0001861311391
0,0,116,0.00023375634859999997
1,0,116,0.0001937466176
2,0,116,0.00020178377980000002
3,0,116,0.0002775000485
4,0,116,0.00018988063200000001
0,0,117,0.0002366405208
1,0,117,0.00019886409359999997
2,0,117,0.00020397538919999998
3,0,117,0.00028784572139999996
4,0,117,0.0001936301252
0,0,118,0.00023897237209999998
1,0,118,0.000199621224
2,0,118,0.00020503068430000003
3,0,118,0.00029356883949999997
4,0,118,0.00019462137290000001
0,0,119,0.0002413042236
1,0,119,0.0002003783538
2,0,119,0.0002060859793
3,0,119,0.000299291958
4,0,119,0.00019561261969999998
0,0,120,0.00024363607509999999
1,0,120,0.00020113548430000002
2,0,120,0.0002071412744
3,0,120,0.0003050150769
4,0,120,0.0001966038675
0,0,121,0.0002440413529
1,0,121,0.0001998190327
2,0,121,0.0002074389732
3,0,121,0.0003043327078
4,0,121,0.00019418668580000001
0,0,122,0.0002444466299
1,0,122,0.0001985025815
2,0,122,0.0002077366716
3,0,122,0.0003036503376
4,0,122,0.0001917695048
0,0,123,0.00024485190759999996
1,0,123,0.00019718613000000001
2,0,123,0.0002080343704
3,0,123,0.0003029679684
4,0,123,0.0001893523232
0,0,124,0.0002479160095
1,0,124,0.0001975796425
2,0,124,0.00021046707980000004
3,0,124,0.0003032469803
4,0,124,0.00018970428449999999
0,0,125,0.0002509801115
1,0,125,0.000197973154
2,0,125,0.00021289978940000002
3,0,125,0.00030352599260000004
4,0,125,0.00019005624630000003
0,0,126,0.0002540442135
1,0,126,0.0001983666666
2,0,126,0.0002153324989
3,0,126,0.0003038050044
4,0,126,0.00019040820769999998
0,0,127,0.00024892204380000003
1,0,127,0.00019368490719999997
2,0,127,0.0002135243399
3,0,127,0.0002942727967
4,0,127,0.000184146993
0,0,128,0.00024379987310000001
1,0,128,0.00018900314919999996
2,0,128,0.0002117161809
3,0,128,0.0002847405906
4,0,128,0.0001778857778
0,0,129,0.0002386777035
1,0,129,0.0001843213896
2,0,129,0.0002099080219
3,0,129,0.0002752083834
4,0,129,0.00017162456319999998
0,0,130,0.0002251219103
1,0,130,0.0001670569025
2,0,130,0.00019837350019999997
3,0,130,0.00024784812900000003
4,0,130,0.0001623137524
0,0,131,0.0002115661173
1,0,131,0.0001497924154
2,0,131,0.0001868389785
3,0,131,0.0002204878743
4,0,131,0.0001530029409
0,0,132,0.0001980103229
1,0,132,0.0001325279283
2,0,132,0.0001753044569
3,0,132,0.0001931276204
4,0,132,0.0001436921304
0,0,133,0.0002048733212
1,0,133,0.00013847153180000002
2,0,133,0.0001785266099
3,0,133,0.0001969945176
4,0,133,0.0001457347261
0,0,134,0.0002117363196
1,0,134,0.0001444151349
2,0,134,0.0001817487631
3,0,134,0.00020086141359999997
4,0,134,0.0001477773216
0,0,135,0.00021859931780000003
1,0,135,0.0001503587376
2,0,135,0.0001849709159
3,0,135,0.0002047283109
4,0,135,0.0001498199169
0,0,136,0.0002335466637
1,0,136,0.0001585595574
2,0,136,0.000190572357
3,0,136,0.00021151556189999998
4,0,136,0.00015978807730000001
0,0,137,0.0002484940095
1,0,137,0.0001667603771
2,0,137,0.00019617379819999997
3,0,137,0.000218302812
4,0,137,0.00016975623640000002
0,0,138,0.00026344135709999996
1,0,138,0.0001749611966
2,0,138,0.0002017752392
3,0,138,0.0002250900636
4,0,138,0.0001797243964
0,0,139,0.0002701034237
1,0,139,0.00017829846819999998
2,0,139,0.0002018089086
3,0,139,0.00022740726689999998
4,0,139,0.0001842243924
0,0,140,0.000276765488
1,0,140,0.000181635739
2,0,140,0.0002018425779
3,0,140,0.0002297244685
4,0,140,0.00018872438859999997
0,0,141,0.0002834275547
1,0,141,0.0001849730108
2,0,141,0.0002018762473
3,0,141,0.0002320416717
4,0,141,0.00019322438460000002
0,0,142,0.0002883913266
1,0,142,0.00018727286769999998
2,0,142,0.0001996273728
3,0,142,0.0002345381385
4,0,142,0.00019493087819999998
0,0,143,0.0002933550983
1,0,143,0.00018957272280000002
2,0,143,0.00019737849859999997
3,0,143,0.0002370346065
4,0,143,0.0001966373718
0,0,144,0.0002983188695
1,0,144,0.00019187257980000003
2,0,144,0.0001951296242
3,0,144,0.00023953107330000002
4,0,144,0.0001983438653
0,0,145,0.0002962763905
1,0,145,0.000191112526
2,0,145,0.00019203482640000002
3,0,145,0.0002509805342
4,0,145,0.0001994475427
0,0,146,0.0002942339107
1,0,146,0.00019035247190000003
2,0,146,0.00018894002860000002
3,0,146,0.00026242999509999996
4,0,146,0.00020055122030000001
0,0,147,0.0002921914317
1,0,147,0.000189592418
2,0,147,0.00018584523090000001
3,0,147,0.00027387945519999997
4,0,147,0.0002016548977
0,0,148,0.0002939714164
1,0,148,0.0001892049508
2,0,148,0.00018525620719999999
3,0,148,0.0002755193858
4,0,148,0.00020305437280000003
0,0,149,0.0002957514029
1,0,149,0.0001888174826
2,0,149,0.00018466718349999998
3,0,149,0.00027715931610000004
4,0,149,0.0002044538475
0,0,150,0.00029753138730000004
1,0,150,0.00018843001540000002
2,0,150,0.0001840781599
3,0,150,0.00027879924650000003
4,0,150,0.0002058533226
0,0,151,0.000288205655
1,0,151,0.00018458737080000003
2,0,151,0.000182592029
3,0,151,0.0002744152814
4,0,151,0.00019748608609999999
0,0,152,0.00027887992339999996
1,0,152,0.0001807447263
2,0,152,0.00018110589809999998
3,0,152,0.0002700313157
4,0,152,0.00018911884990000001
0,0,153,0.0002695541902
1,0,153,0.00017690208169999998
2,0,153,0.00017961976709999998
3,0,153,0.0002656473503
4,0,153,0.00018075161359999998
0,0,154,0.0002521425253
1,0,154,0.000168318479
2,0,154,0.00017562528679999998
3,0,154,0.0002455403143
4,0,154,0.0001707704784
0,0,155,0.00023473086030000002
1,0,155,0.00015973487669999998
2,0,155,0.0001716308066
3,0,155,0.00022543327799999998
4,0,155,0.0001607893432
0,0,156,0.0002173191937
1,0,156,0.0001511512745
2,0,156,0.0001676363264
3,0,156,0.0002053262429
4,0,156,0.000150808208
0,0,157,0.0002182795307
1,0,157,0.00015250032680000003
2,0,157,0.0001698386764
3,0,157,0.0002056767442
4,0,157,0.00014998377780000002
0,0,158,0.0002192398676
1,0,158,0.0001538493791
2,0,158,0.0001720410268
3,0,158,0.00020602724590000003
4,0,158,0.0001491593475
0,0,159,0.0002202002047
1,0,159,0.0001551984316
2,0,159,0.0001742433769
3,0,159,0.00020637774700000002
4,0,159,0.0001483349171
0,0,160,0.0002245472493
1,0,160,0.000160891867
2,0,160,0.00017845778309999997
3,0,160,0.0002139148769
4,0,160,0.00015502846799999998
0,0,161,0.000228894294
1,0,161,0.0001665853023
2,0,161,0.00018267218939999999
3,0,161,0.00022145200630000004
4,0,161,0.00016172201809999998
0,0,162,0.00023324133859999998
1,0,162,0.00017227873759999998
2,0,162,0.000186886596
3,0,162,0.00022898913540000002
4,0,162,0.0001684155687
0,0,163,0.00023435742319999998
1,0,163,0.0001752291583
2,0,163,0.00018770923849999998
3,0,163,0.00022872732749999999
4,0,163,0.0001722042133
0,0,164,0.0002354735078
1,0,164,0.0001781795793
2,0,164,0.0001885318812
3,0,164,0.00022846551940000002
4,0,164,0.0001759928578
0,0,165,0.0002365895926
1,0,165,0.00018113
2,0,165,0.00018935452369999998
3,0,165,0.0002282037113
4,0,165,0.00017978150230000002
0,0,166,0.0002398610087
1,0,166,0.00018167557010000002
2,0,166,0.00018850252959999998
3,0,166,0.0002252463395
4,0,166,0.0001824652205
0,0,167,0.00024313242409999998
1,0,167,0.00018222114019999998
2,0,167,0.00018765053519999997
3,0,167,0.0002222889686
4,0,167,0.0001851489386
0,0,168,0.00024640383999999997
1,0,168,0.00018276671019999997
2,0,168,0.0001867985411
3,0,168,0.0002193315973
4,0,168,0.000187832657
0,0,169,0.0002541245365
1,0,169,0.0001812417092
2,0,169,0.0001841009665
3,0,169,0.0002174105639
4,0,169,0.0001876174942
0,0,170,0.0002618452341
1,0,170,0.000179716708
2,0,170,0.00018140339219999997
3,0,170,0.0002154895322
4,0,170,0.00018740233119999997
0,0,171,0.00026956593080000005
1,0,171,0.0001781917072
2,0,171,0.00017870581760000002
3,0,171,0.00021356849880000003
4,0,171,0.0001871871685
0,0,172,0.0002701496849
1,0,172,0.00017783915300000001
2,0,172,0.0001762563493
3,0,172,0.00021141509269999997
4,0,172,0.0001880493039
0,0,173,0.00027073343739999995
1,0,173,0.0001774865989
2,0,173,0.00017380688130000003
3,0,173,0.0002092616873
4,0,173,0.00018891143940000002
0,0,174,0.00027131719160000006
1,0,174,0.00017713404469999998
2,0,174,0.00017135741290000002
3,0,174,0.000207108281
4,0,174,0.0001897735748
0,0,175,0.0002615275789
1,0,175,0.0001737593146
2,0,175,0.0001677524395
3,0,175,0.00020199413119999997
4,0,175,0.0001837749324
0,0,176,0.0002517379667
1,0,176,0.0001703845842
2,0,176,0.0001641474666
3,0,176,0.0001968799828
4,0,176,0.0001777762901
0,0,177,0.00024194835439999998
1,0,177,0.00016700985419999999
2,0,177,0.0001605424934
3,0,177,0.000191765833
4,0,177,0.00017177764740000003
0,0,178,0.0002253057316
1,0,178,0.0001569074237
2,0,178,0.0001568967731
3,0,178,0.00017842399369999998
4,0,178,0.0001615841101
0,0,179,0.0002086631088
1,0,179,0.0001468049932
2,0,179,0.0001532510529
3,0,179,0.0001650821525
4,0,179,0.0001513905721
0,0,180,0.00019202048559999998
1,0,180,0.0001367025626
2,0,180,0.0001496053326
3,0,180,0.00015174031180000002
4,0,180,0.00014119703450000002
0,0,181,0.0001971355431
1,0,181,0.0001386096927
2,0,181,0.00014775437890000002
3,0,181,0.00015017407059999998
4,0,181,0.00014224288269999998
0,0,182,0.0002022506009
1,0,182,0.000140516823
2,0,182,0.0001459034253
3,0,182,0.00014860783169999998
4,0,182,0.0001432887303
0,0,183,0.00020736565839999998
1,0,183,0.0001424239531
2,0,183,0.0001440524716
3,0,183,0.0001470415906
4,0,183,0.00014433457859999997
0,0,184,0.000211977116
1,0,184,0.00014821846980000002
2,0,184,0.0001445598485
3,0,184,0.00015586359190000002
4,0,184,0.0001513000899
0,0,185,0.0002165885739
1,0,185,0.0001540129868
2,0,185,0.0001450672251
3,0,185,0.000164685592
4,0,185,0.000158265601
0,0,186,0.0002212000317
1,0,186,0.000159807504
2,0,186,0.000145574602
3,0,186,0.0001735075914
4,0,186,0.0001652311116
0,0,187,0.0002207553615
1,0,187,0.0001581358984
2,0,187,0.0001468107759
3,0,187,0.0001771687592
4,0,187,0.0001688538733
0,0,188,0.0002203106913
1,0,188,0.0001564642924
2,0,188,0.0001480469496
3,0,188,0.0001808299264
4,0,188,0.0001724766347
0,0,189,0.0002198660212
1,0,189,0.0001547926866
2,0,189,0.0001492831235
3,0,189,0.000184491094
4,0,189,0.0001760993964
0,0,190,0.00021199282730000003
1,0,190,0.0001539138697
2,0,190,0.0001508274376
